country,year,"GNI per capita, Atlas method (current US$)","Population, total",Surface area (sq. km),Population living in slums (% of urban population),hie,near_2_plus_oceans,border_count,size
Central African Republic,2022,520.0,5098039.0,622980.0,68.9131,False,False,6.0,small
Chad,2022,950.0,18455316.0,1284000.0,82.0,False,False,6.0,medium
Chile,2022,15440.0,19553036.0,757244.88,7.324,True,True,3.0,medium
China,2022,13170.0,1412175000.0,9562910.0,26.32091,False,False,16.0,large
Colombia,2022,6560.0,51737944.0,1140619.05,9.7,False,True,5.0,large
Comoros,2022,1590.0,834188.0,1861.0,48.50155,False,False,0.0,small
Congo Dem. Rep,2022,610.0,102396968.0,2344860.0,78.36226,False,False,9.0,large
Costa Rica,2022,13210.0,5081765.0,51100.0,3.54573,False,True,2.0,small
Cote D'Ivoire,2022,2440.0,30395002.0,322460.0,48.26127,False,False,5.0,medium
Croatia,2022,19370.0,3855641.0,88070.0,0.52712,True,False,5.0,small
Cyprus,2022,31810.0,1331370.0,9250.0,0.27235,True,False,0.0,small
Czechia,2022,27210.0,10672118.0,78871.47,0.02735,True,False,4.0,medium
Denmark,2022,72040.0,5903037.0,42920.0,0.0,True,False,1.0,small
Djibouti,2022,3310.0,1137096.0,23200.0,48.68591,False,False,3.0,small
Dominican Republic,2022,9150.0,11230734.0,146839.463,11.24888,False,False,1.0,medium
Ecuador,2022,6550.0,17823897.0,256370.0,57.8,False,False,2.0,medium
Egypt,2022,4040.0,112618250.0,1001450.0,3.83938,False,True,4.0,large
El Salvador,2022,4710.0,6280319.0,21040.0,16.47714,False,False,2.0,small
Equatorial Guinea,2022,4570.0,1803545.0,28050.0,64.68739,False,False,2.0,small
Estonia,2022,27580.0,1348840.0,45340.0,0.34543,True,False,2.0,small
Eswatini,2022,3650.0,1218917.0,17360.0,17.00571,False,False,2.0,small
Ethiopia,2022,960.0,125384287.0,1136239.7,64.31438,False,False,6.0,large
Fiji,2022,5250.0,919422.0,18270.0,9.4,False,False,0.0,small
Finland,2022,54120.0,5556106.0,338470.0,0.0,True,False,3.0,small
France,2022,46010.0,68184457.0,606410.0,0.0,True,False,8.0,large
French Polynesia,2022,24150.0,280378.0,3471.0,1.5,True,False,0.0,small
Gabon,2022,7430.0,2430747.0,267670.0,38.77297,False,False,3.0,small
Gambia,2022,830.0,2636470.0,11300.0,37.08102,False,False,1.0,small
Georgia,2022,5690.0,3712502.0,69700.0,7.07908,False,False,4.0,small
Germany,2022,55200.0,83177813.0,357600.0,0.0,True,False,9.0,large
Ghana,2022,2400.0,33149152.0,238533.0,33.48685,False,False,3.0,medium
Guatemala,2022,5220.0,17847877.0,108890.0,37.6,False,True,4.0,medium
Guinea,2022,1280.0,14055137.0,245860.0,43.95734,False,False,6.0,medium
Guinea-Bissau,2022,960.0,2105529.0,36130.0,59.0,False,False,2.0,small
Guyana,2022,9780.0,821637.0,214970.0,11.30361,False,False,3.0,small
Haiti,2022,1620.0,11503606.0,27750.0,51.05915,False,False,1.0,medium
Iceland,2022,73690.0,382003.0,103000.0,0.0,True,True,0.0,small
Indonesia,2022,4520.0,278830529.0,1916906.77,19.41083,False,True,3.0,large
Iran,2022,4390.0,89524246.0,1745150.0,44.6899,False,False,7.0,large
Iraq,2022,5510.0,44070551.0,435050.0,49.33894,False,False,6.0,large
Ireland,2022,75970.0,5212836.0,70280.0,8.5,True,False,1.0,small
Italy,2022,39060.0,59013667.0,302070.0,0.02,True,False,6.0,large
Jamaica,2022,6340.0,2839144.0,10990.0,0.8835,False,False,0.0,small
Japan,2022,42640.0,125124989.0,377969.27,2.0,True,False,0.0,large
Kazakhstan,2022,9420.0,20034609.0,2724902.0,0.79376,False,False,5.0,medium
Kenya,2022,2170.0,54252461.0,591969.0,40.49575,False,False,5.0,large
Kiribati,2022,3610.0,130469.0,810.0,5.93438,False,False,0.0,small
Kuwait,2022,39120.0,4589643.0,17820.0,0.0,True,False,2.0,small
Kyrgyzstan,2022,1540.0,6975220.0,199950.0,2.43932,False,False,4.0,small
Laos,2022,2300.0,7559007.0,236800.0,54.83946,False,False,5.0,small
Latvia,2022,20630.0,1879383.0,64590.0,0.59304,True,False,4.0,small
Lebanon,2022,4130.0,5744489.0,10450.0,4.53099,False,False,2.0,small
Lesotho,2022,1270.0,2286110.0,30360.0,25.55318,False,False,1.0,small
Liberia,2022,680.0,5373294.0,111370.0,60.47684,False,False,3.0,small
Libya,2022,6010.0,7223805.0,1759540.0,16.58153,False,False,6.0,small
Lithuania,2022,23760.0,2831639.0,65286.0,0.50861,True,False,4.0,small
Luxembourg,2022,84190.0,653103.0,2590.0,0.01733,True,False,3.0,small
Madagascar,2022,500.0,30437261.0,587295.0,65.71715,False,False,0.0,medium
Malawi,2022,610.0,20568728.0,118480.0,37.97408,False,False,3.0,medium
Maldives,2022,10570.0,524106.0,300.0,34.845,False,False,0.0,small
Mali,2022,1000.0,23072640.0,1240190.0,92.49697,False,False,7.0,medium
Malta,2022,34840.0,531113.0,320.0,0.0375,True,False,0.0,small
Marshall Islands,2022,7580.0,40077.0,180.0,2.37518,False,False,0.0,small
Mauritania,2022,2010.0,4875637.0,1030700.0,58.56017,False,False,4.0,small
Mauritius,2022,11830.0,1262523.0,2010.0,48.68591,False,False,0.0,small
Mexico,2022,10730.0,128613117.0,1959142.3,17.6,False,True,3.0,large
Mongolia,2022,4340.0,3433748.0,1564120.0,17.87869,False,False,2.0,small
Montenegro,2022,10410.0,623591.0,13810.0,8.76922,False,False,4.0,small
Morocco,2022,3700.0,37329064.0,446550.0,10.85088,False,False,3.0,medium
Mozambique,2022,500.0,32656246.0,799380.0,54.95891,False,False,6.0,medium
Myanmar,2022,1280.0,53756787.0,676590.0,58.28105,False,False,5.0,large
Namibia,2022,4280.0,2889662.0,824290.0,41.4,False,False,4.0,small
Nauru,2022,22570.0,11801.0,20.0,0.59734,True,False,0.0,small
Nepal,2022,1380.0,29715436.0,147180.0,40.05521,False,False,2.0,medium
Netherlands,2022,62110.0,17700982.0,41540.0,0.0,True,False,2.0,medium
New Caledonia,2022,36980.0,287123.0,18580.0,0.25,True,False,0.0,small
New Zealand,2022,49160.0,5081700.0,267710.0,0.0,True,False,0.0,small
Niger,2022,600.0,25311973.0,1267000.0,70.44397,False,False,7.0,medium
Nigeria,2022,2930.0,223150896.0,923770.0,48.49726,False,False,4.0,large
North Macedonia,2022,7570.0,1831712.0,25710.0,0.27796,False,False,4.0,small
Norway,2022,94290.0,5457127.0,624500.0,0.0,True,True,3.0,small
Oman,2022,19270.0,4730226.0,309500.0,0.0,True,False,3.0,small
Pakistan,2022,1510.0,243700667.0,796100.0,55.97371,False,False,4.0,large
Palau,2022,14100.0,17759.0,460.0,0.61832,True,False,0.0,small
Panama,2022,17020.0,4400773.0,75320.0,16.3,True,True,2.0,small
Papua New Guinea,2022,2690.0,10203169.0,462840.0,22.2687,False,False,1.0,medium
Paraguay,2022,5930.0,6760464.0,406752.0,15.1,False,False,3.0,small
Peru,2022,6920.0,33475438.0,1285220.0,45.05797,False,False,5.0,medium
Philippines,2022,4010.0,113964338.0,300000.0,35.874,False,False,0.0,large
Poland,2022,19110.0,36821749.0,312720.0,4.21795,True,False,7.0,medium
Portugal,2022,25880.0,10434332.0,92230.0,0.05897,True,False,1.0,medium
Qatar,2022,71050.0,2657333.0,11490.0,0.0,True,False,1.0,small
Romania,2022,15390.0,19048502.0,238400.0,2.52038,True,False,5.0,medium
Russia,2022,12890.0,144236933.0,17125190.0,2.61887,False,True,14.0,large
Rwanda,2022,940.0,13651030.0,26340.0,38.34923,False,False,4.0,medium
Samoa,2022,4130.0,215261.0,2840.0,34.58533,False,False,0.0,small
Sao Tome And Principe,2022,2430.0,226305.0,960.0,82.39333,False,False,0.0,small
Saudi Arabia,2022,35110.0,32175224.0,2149690.0,0.55,True,False,7.0,medium
Senegal,2022,1600.0,17651103.0,196710.0,46.41165,False,False,5.0,medium
Serbia,2022,9790.0,6664449.0,84990.0,1.41509,False,False,8.0,small
Seychelles,2022,14700.0,119878.0,460.0,48.68591,True,False,0.0,small
Sierra Leone,2022,920.0,8276807.0,72300.0,49.27874,False,False,2.0,small
Singapore,2022,66910.0,5637022.0,728.0,0.0,True,False,0.0,small
Slovakia,2022,21890.0,5431752.0,49030.0,0.06602,True,False,5.0,small
Slovenia,2022,29590.0,2112076.0,20480.0,0.52712,True,False,4.0,small
Solomon Islands,2022,2010.0,781066.0,28900.0,1.94965,False,False,0.0,small
Somalia,2022,570.0,17801897.0,637660.0,48.68591,False,False,3.0,medium
South Africa,2022,6530.0,62378410.0,1219090.0,24.2,False,True,6.0,large
Spain,2022,32690.0,47786102.0,505978.281,0.04603,True,False,5.0,large
Sri Lanka,2022,3620.0,22181000.0,65610.0,44.6899,False,False,0.0,medium
St. Lucia,2022,11740.0,178781.0,620.0,0.44067,False,False,0.0,small
Sudan,2022,720.0,49383346.0,1878000.0,73.7,False,False,7.0,large
Suriname,2022,5040.0,623164.0,163820.0,15.80035,False,False,3.0,small
Sweden,2022,61920.0,10486941.0,528860.0,0.3362,True,False,2.0,medium
Switzerland,2022,95600.0,8777088.0,41290.7,0.0,True,False,5.0,medium
Syria,2022,710.0,22462173.0,185180.0,41.12579,False,False,5.0,medium
Tanzania,2022,1210.0,64711821.0,947300.0,70.08585,False,False,8.0,large
Timor-Leste,2022,1820.0,1369295.0,14870.0,33.92051,False,True,1.0,small
Togo,2022,1000.0,9089738.0,56790.0,38.46053,False,False,3.0,medium
Tonga,2022,5390.0,105042.0,750.0,0.30753,False,False,0.0,small
Trinidad And Tobago,2022,17460.0,1365805.0,5130.0,8.62727,True,False,0.0,small
Tunisia,2022,3890.0,12119334.0,163610.0,7.64301,False,False,2.0,medium
Turkiye,2022,10870.0,84979913.0,785350.0,14.12611,False,False,8.0,large
Turkmenistan,2022,6260.0,7230193.0,491209.0,8.38201,False,False,4.0,small
Turks And Caicos Islands,2022,31590.0,45847.0,950.0,0.6313,True,False,0.0,small
Tuvalu,2022,8100.0,9992.0,30.0,50.89943,False,False,0.0,small
Uganda,2022,930.0,47312719.0,241550.0,52.68098,False,False,5.0,large
United Arab Emirates,2022,46990.0,10074977.0,98647.9,0.11325,True,False,2.0,medium
United Kingdom,2022,49720.0,67604000.0,243610.0,0.1625,True,False,1.0,large
United States,2022,77330.0,334017321.0,9831510.0,0.09318,True,False,0.0,large
Uruguay,2022,17970.0,3390913.0,176220.0,1.3,True,False,2.0,small
Uzbekistan,2022,2500.0,34938955.0,448924.0,7.1,False,False,5.0,medium
Vanuatu,2022,3830.0,313046.0,12190.0,3.064,False,False,0.0,small
Venezuela,2022,2260.0,28213017.0,912050.0,25.7,False,False,3.0,medium
Vietnam,2022,3980.0,99680655.0,331340.0,32.5,False,False,3.0,large
Zambia,2022,1170.0,20152938.0,752610.0,48.25813,False,False,8.0,medium
Zimbabwe,2022,2580.0,16069056.0,390760.0,54.88268,False,False,4.0,medium
